Unnamed: 0,im,L,k,MSE,SNR,PSNR
0,airplane_256,0,0,0.0,inf,inf
1,airplane_256,0,1,0.0,inf,inf
2,airplane_256,0,2,0.0,inf,inf
3,airplane_256,0,3,0.0,inf,inf
4,airplane_256,0,4,0.0,inf,inf
5,airplane_256,8,0,1.3349456787109375,87.04376650245179,46.876167670145605
6,airplane_256,8,1,0.9019622802734376,128.8287797533454,48.57891984979665
7,airplane_256,8,2,1.2628326416015625,92.01433042133372,47.11734561892087
8,airplane_256,8,3,1.430084228515625,81.25304624314462,46.57718743750892
9,airplane_256,8,4,1.71429443359375,67.78223021326592,45.78994945904197
10,airplane_256,16,0,1.457000732421875,79.75198458412751,46.49620590781724
11,airplane_256,16,1,1.7618408203125,65.95300699785214,45.67113692877439
12,airplane_256,16,2,1.3499603271484375,86.07564060539612,46.82759355301562
13,airplane_256,16,3,1.75238037109375,66.30906272857094,45.69451980989377
14,airplane_256,16,4,1.86578369140625,62.27876279891393,45.4221906822805
15,airplane_256,24,0,1.610198974609375,72.16418702499858,46.062008151245415
16,airplane_256,24,1,2.02703857421875,57.32436542109542,45.06218347541973
17,airplane_256,24,2,1.587432861328125,73.19912720841263,46.12384994507872
18,airplane_256,24,3,2.462493896484375,47.18740627827143,44.21705198135395
19,airplane_256,24,4,2.3489990234375,49.46732578080341,44.42197524641941
20,airplane_256,32,0,2.92169189453125,39.771031356410205,43.47445945149176
21,airplane_256,32,1,1.759490966796875,66.04108923770706,45.67693319353047
22,airplane_256,32,2,2.1861572265625,53.15203249762689,44.7339896804241
23,airplane_256,32,3,2.4605865478515625,47.22398407510992,44.22041715499718
24,airplane_256,32,4,2.92816162109375,39.68315789473685,43.46485316756138
25,airplane_256,40,0,2.889312744140625,40.21672634325127,43.52285807703743
26,airplane_256,40,1,2.979598999023437,38.99810007630421,43.38922541164053
27,airplane_256,40,2,2.940704345703125,39.51390085200444,43.44628997525105
28,airplane_256,40,3,2.4644317626953125,47.15030122160375,44.21363563329557
29,airplane_256,40,4,2.2840118408203125,50.87482379663961,44.5438200981004
30,airplane_256,48,0,3.143402099609375,36.965903905711485,43.15680421952824
31,airplane_256,48,1,2.568939208984375,45.23217191936231,44.03326533563421
32,airplane_256,48,2,3.450653076171875,33.67440811525502,42.75179062740686
33,airplane_256,48,3,2.7938995361328125,41.59014969880012,43.66869575298619
34,airplane_256,48,4,3.4605865478515625,33.577747108596824,42.73930645628276
35,airplane_256,56,0,3.0171661376953125,38.51252952213338,43.33481135977058
36,airplane_256,56,1,3.4668121337890625,33.51744930700129,42.73150052949432
37,airplane_256,56,2,2.6579742431640625,43.71701503504733,43.885295927284346
38,airplane_256,56,3,3.1484832763671875,36.90624651665463,43.14978970042831
39,airplane_256,56,4,3.308334350585937,35.12302193113945,42.9347096661475
40,airplane_256,64,0,2.94110107421875,39.50857077635047,43.4457041109012
41,airplane_256,64,1,3.5574493408203125,32.663486902775574,42.61941636555396
42,airplane_256,64,2,2.9382476806640625,39.54693837277538,43.44991958858235
43,airplane_256,64,3,3.608489990234375,32.201474928748425,42.55754855943002
44,airplane_256,64,4,3.18695068359375,36.46077755434262,43.09705017823678
45,airplane_256,72,0,3.548431396484375,32.74649752741346,42.63043947644074
46,airplane_256,72,1,3.4226531982421875,33.94989010597084,42.78717464569645
47,airplane_256,72,2,3.634475708007813,31.97124132516615,42.52638590388553
48,airplane_256,72,3,3.271331787109375,35.52030411866225,42.98355767215763
49,airplane_256,72,4,3.535308837890625,32.86804782252148,42.64653001933575
50,airplane_256,80,0,4.2364349365234375,27.42841603665191,41.86079820000101
51,airplane_256,80,1,3.855316162109375,30.13986274152821,42.27020361923409
52,airplane_256,80,2,4.132125854492188,28.120803683858743,41.96906820266431
53,airplane_256,80,3,4.2150421142578125,27.56762490180533,41.88278442666721
54,airplane_256,80,4,3.8786468505859375,29.95856658969043,42.24400121825674
55,airplane_256,88,0,4.64337158203125,25.02463950997016,41.46246921748671
56,airplane_256,88,1,3.739227294921875,31.07559150228113,42.40298495625416
57,airplane_256,88,2,4.2022705078125,27.65140885984023,41.89596355570704
58,airplane_256,88,3,3.4467315673828125,33.712721074883234,42.756728991437136
59,airplane_256,88,4,3.685638427734375,31.527427942138427,42.465676334959845
60,airplane_256,96,0,4.269805908203125,27.214047300822653,41.82672227040119
61,airplane_256,96,1,3.826416015625,30.36750303068972,42.30288175242397
62,airplane_256,96,2,3.9971923828125,29.070079401435333,42.113253097348455
63,airplane_256,96,3,3.731414794921875,31.140654775048866,42.41206831705746
64,airplane_256,96,4,4.15399169921875,27.972780969452973,41.94614736503952
65,airplane_256,104,0,4.819747924804688,24.10887493786942,41.30056035850864
66,airplane_256,104,1,4.2176361083984375,27.55066984555384,41.88011254153855
67,airplane_256,104,2,4.082244873046875,28.464411999970096,42.02181308595807
68,airplane_256,104,3,5.531906127929688,21.00518289066832,40.70205559001867
69,airplane_256,104,4,3.775909423828125,30.773698971138536,42.36058792933467
70,airplane_256,112,0,5.3753509521484375,21.61695133686652,40.82673536632677
71,airplane_256,112,1,5.6281585693359375,20.645953471222484,40.62714035996911
72,airplane_256,112,2,6.062652587890625,19.166313468672765,40.304176785780086
73,airplane_256,112,3,4.856658935546875,23.925645488648573,41.267427551529295
74,airplane_256,112,4,3.966400146484375,29.2957582845404,42.14683835405097
75,airplane_256,120,0,5.065521240234375,22.939139812153964,41.08456220133042
76,airplane_256,120,1,18.055877685546875,6.435505488840625,35.564617567937724
77,airplane_256,120,2,19.48773193359375,5.9626589870555335,35.2331906387663
78,airplane_256,120,3,19.321517944335938,6.013952955763255,35.27039118242228
79,airplane_256,120,4,18.21038818359375,6.380901866543326,35.52761157291778
80,airplane_256,128,0,306.78155517578125,0.3787669043029388,23.262511161717452
81,airplane_256,128,1,258.07501220703125,0.4502516495396141,24.01334404313011
82,airplane_256,128,2,281.5897827148437,0.412652401059744,23.634634681786054
83,airplane_256,128,3,288.447509765625,0.4028417511580804,23.530135669227388
84,airplane_256,128,4,294.1295166015625,0.3950596366313635,23.445417516823028
0,arctichare_256,0,0,0.0,inf,inf
1,arctichare_256,0,1,0.0,inf,inf
2,arctichare_256,0,2,0.0,inf,inf
3,arctichare_256,0,3,0.0,inf,inf
4,arctichare_256,0,4,0.0,inf,inf
5,arctichare_256,8,0,1.290374755859375,49.236548967670224,47.023645026883486
6,arctichare_256,8,1,1.0744476318359375,59.131406660512674,47.81895107870525
7,arctichare_256,8,2,1.12384033203125,56.5325856731657,47.62375747004466
8,arctichare_256,8,3,0.8934173583984375,71.11301258731704,48.62025974649014
9,arctichare_256,8,4,0.8627777099609375,73.63843446580479,48.77181444379468
10,arctichare_256,16,0,1.8622283935546875,34.1169751644912,45.43047416780236
11,arctichare_256,16,1,1.25262451171875,50.7203868830093,47.15259455019435
12,arctichare_256,16,2,1.3302154541015625,47.761886736180415,46.891583718187
13,arctichare_256,16,3,1.277587890625,49.72933785591439,47.06689574096019
14,arctichare_256,16,4,1.4638214111328125,43.40256220487215,46.47592265628185
15,arctichare_256,24,0,1.9037628173828125,33.37264457179497,45.334675205580126
16,arctichare_256,24,1,1.6986236572265625,37.402987756128674,45.82983192531263
17,arctichare_256,24,2,1.6971282958984375,37.43594400438758,45.83365686437886
18,arctichare_256,24,3,1.51300048828125,41.991790713622976,46.3324129268754
19,arctichare_256,24,4,2.1770477294921875,29.183374802873665,44.75212410270614
20,arctichare_256,32,0,1.7797393798828125,35.69826041479119,45.62723950786925
21,arctichare_256,32,1,2.28515625,27.802737713675214,44.54164460097579
22,arctichare_256,32,2,2.3567352294921875,26.95831040265197,44.4076956698573
23,arctichare_256,32,3,1.803863525390625,35.220846233230134,45.56876683766096
